"","TripID","GateCode","Site","TrapType","BrowserCt","BrowserMass_g","BrowserCtRatio","BrowserMassRatio","GrazerCt","GrazerMass_g","GrazerCtRatio","GrazerMassRatio","ScraperCt","ScraperMass_g","ScraperCtRatio","ScraperMassRatio","OtherCt","OtherMass_g","OtherCtRatio","OtherMassRatio","KeyHerbivoreCt","KeyHerbivoreMass_g","KeyHerbivoreCtRatio","KeyHerbivoreMassRatio","TotalCt","TotalMass_g"
"12","QVCJH7107H","G4","Bamburi","Gated",5,684.1,0.416666666666667,0.505430365718508,0,0,0,0,0,0,0,0,7,669.4,0.583333333333333,0.494569634281492,5,684.1,0.416666666666667,0.505430365718508,12,1353.5
"13","PCMBF8034M","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,3,183.9,1,1,0,0,0,0,3,183.9
"14","PCMBF8034M","G4","Bamburi","Gated",2,690,0.666666666666667,0.675609517281896,0,0,0,0,0,0,0,0,1,331.3,0.333333333333333,0.324390482718104,2,690,0.666666666666667,0.675609517281896,3,1021.3
"15","KFLSY8585C","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,4,1465.4,1,1,0,0,0,0,4,1465.4
"16","KFLSY8585C","G4","Bamburi","Gated",3,978.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,978.6,1,1,3,978.6
"17","IWCIV0362N","T","Bamburi","Traditional",4,1069.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1069.3,1,1,4,1069.3
"18","IWCIV0362N","G4","Bamburi","Gated",11,1826.4,0.916666666666667,0.910287081339713,1,180,0.0833333333333333,0.0897129186602871,0,0,0,0,0,0,0,0,12,2006.4,1,1,12,2006.4
"19","IZHWG8165O","T","Bamburi","Traditional",2,604.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,604.5,1,1,2,604.5
"20","IZHWG8165O","G4","Bamburi","Gated",7,1273,0.777777777777778,0.827590690417371,0,0,0,0,0,0,0,0,2,265.2,0.222222222222222,0.172409309582629,7,1273,0.777777777777778,0.827590690417371,9,1538.2
"21","XFCLN9780U","G4","Bamburi","Gated",3,663.8,0.75,0.897027027027027,0,0,0,0,0,0,0,0,1,76.2,0.25,0.102972972972973,3,663.8,0.75,0.897027027027027,4,740
"22","BUFDD9372A","T","Bamburi","Traditional",1,339.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,339.5,1,1,1,339.5
"23","BUFDD9372A","G4","Bamburi","Gated",3,501.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,501.3,1,1,3,501.3
"24","VXMKQ1305F","T","Bamburi","Traditional",1,254,0.25,0.254,2,311,0.5,0.311,0,0,0,0,1,435,0.25,0.435,3,565,0.75,0.565,4,1000
"25","VXMKQ1305F","G4","Bamburi","Gated",4,671.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,671.4,1,1,4,671.4
"26","EJWLA8431A","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,3,850.6,1,1,0,0,0,0,3,850.6
"27","EJWLA8431A","G4","Bamburi","Gated",3,988.2,0.6,0.592481563642904,0,0,0,0,0,0,0,0,2,679.7,0.4,0.407518436357096,3,988.2,0.6,0.592481563642904,5,1667.9
"28","IGCKH2258F","T","Bamburi","Traditional",2,584.7,0.5,0.593965867533523,0,0,0,0,0,0,0,0,2,399.7,0.5,0.406034132466477,2,584.7,0.5,0.593965867533523,4,984.4
"29","IGCKH2258F","G4","Bamburi","Gated",4,1165.3,0.8,0.807385851867249,0,0,0,0,0,0,0,0,1,278,0.2,0.192614148132751,4,1165.3,0.8,0.807385851867249,5,1443.3
"30","SOLMN8359D","T","Bamburi","Traditional",3,761.5,0.75,0.873179681229217,1,110.6,0.25,0.126820318770783,0,0,0,0,0,0,0,0,4,872.1,1,1,4,872.1
"31","SOLMN8359D","G4","Bamburi","Gated",0,0,0,0,1,64.5,0.5,0.137029955385596,0,0,0,0,1,406.2,0.5,0.862970044614404,1,64.5,0.5,0.137029955385596,2,470.7
"32","FHYRP1988O","T","Bamburi","Traditional",1,263.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,263.4,1,1,1,263.4
"33","FHYRP1988O","G4","Bamburi","Gated",2,270.9,0.5,0.416769230769231,0,0,0,0,0,0,0,0,2,379.1,0.5,0.583230769230769,2,270.9,0.5,0.416769230769231,4,650
"34","BJEHV6632H","T","Bamburi","Traditional",1,110,0.5,0.578034682080925,0,0,0,0,0,0,0,0,1,80.3,0.5,0.421965317919075,1,110,0.5,0.578034682080925,2,190.3
"35","BJEHV6632H","G4","Bamburi","Gated",1,398.7,0.5,0.500188182160331,0,0,0,0,0,0,0,0,1,398.4,0.5,0.499811817839669,1,398.7,0.5,0.500188182160331,2,797.1
"36","TWWZX8610R","T","Bamburi","Traditional",4,1070.7,0.444444444444444,0.444716730353879,2,435.3,0.222222222222222,0.180802458880213,1,134.8,0.111111111111111,0.0559893670044858,2,766.8,0.222222222222222,0.318491443761422,7,1640.8,0.777777777777778,0.681508556238578,9,2407.6
"37","ITSXM0601W","T","Bamburi","Traditional",2,134.4,0.5,0.203605514316013,0,0,0,0,0,0,0,0,2,525.7,0.5,0.796394485683987,2,134.4,0.5,0.203605514316013,4,660.1
"38","ITSXM0601W","G4","Bamburi","Gated",2,599.2,0.333333333333333,0.464568150100791,1,110,0.166666666666667,0.0852845402387967,0,0,0,0,3,580.6,0.5,0.450147309660412,3,709.2,0.5,0.549852690339588,6,1289.8
"39","CREGW7531X","G4","Bamburi","Gated",0,0,0,0,0,0,0,0,0,0,0,0,2,620.8,1,1,0,0,0,0,2,620.8
"40","GQBVP4442S","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,1,280,0.142857142857143,0.307388297288396,6,630.9,0.857142857142857,0.692611702711604,1,280,0.142857142857143,0.307388297288396,7,910.9
"41","GQBVP4442S","G4","Bamburi","Gated",0,0,0,0,0,0,0,0,0,0,0,0,2,588.4,1,1,0,0,0,0,2,588.4
"42","IJLMA3785N","T","Bamburi","Traditional",1,229.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,229.7,1,1,1,229.7
"43","IJLMA3785N","G4","Bamburi","Gated",2,359.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,359.6,1,1,2,359.6
"44","NWEGM3523U","T","Bamburi","Traditional",1,236.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,236.1,1,1,1,236.1
"45","NWEGM3523U","G4","Bamburi","Gated",2,249.3,0.5,0.588804912612187,0,0,0,0,0,0,0,0,2,174.1,0.5,0.411195087387813,2,249.3,0.5,0.588804912612187,4,423.4
"46","CBDIH7573M","T","Bamburi","Traditional",1,135.6,0.333333333333333,0.296263928337339,1,145.5,0.333333333333333,0.31789381691064,0,0,0,0,1,176.6,0.333333333333333,0.385842254752021,2,281.1,0.666666666666667,0.614157745247979,3,457.7
"47","CBDIH7573M","G4","Bamburi","Gated",0,0,0,0,1,105.3,0.25,0.233222591362126,0,0,0,0,3,346.2,0.75,0.766777408637874,1,105.3,0.25,0.233222591362126,4,451.5
"48","JXREG4628I","T","Bamburi","Traditional",3,735.6,0.75,0.828564992115341,0,0,0,0,0,0,0,0,1,152.2,0.25,0.171435007884659,3,735.6,0.75,0.828564992115341,4,887.8
"49","JXREG4628I","G4","Bamburi","Gated",2,427.6,0.285714285714286,0.275001607820439,1,94.9,0.142857142857143,0.0610328638497653,0,0,0,0,4,1032.4,0.571428571428571,0.663965528329796,3,522.5,0.428571428571429,0.336034471670204,7,1554.9
"50","RYLVY4312K","T","Bamburi","Traditional",4,980.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,980.5,1,1,4,980.5
"51","LIWFE0462J","T","Bamburi","Traditional",3,879.5,0.75,0.83801810385898,1,170,0.25,0.16198189614102,0,0,0,0,0,0,0,0,4,1049.5,1,1,4,1049.5
"52","LIWFE0462J","G4","Bamburi","Gated",0,0,0,0,2,160.4,0.285714285714286,0.217668611751934,0,0,0,0,5,576.5,0.714285714285714,0.782331388248066,2,160.4,0.285714285714286,0.217668611751934,7,736.9
"53","NIONL3346F","T","Bamburi","Traditional",2,387.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,387.1,1,1,2,387.1
"54","NIONL3346F","G4","Bamburi","Gated",4,802.8,0.8,0.833818030743664,0,0,0,0,0,0,0,0,1,160,0.2,0.166181969256336,4,802.8,0.8,0.833818030743664,5,962.8
"55","MKVAZ1207B","T","Bamburi","Traditional",3,456.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,456.5,1,1,3,456.5
"56","MKVAZ1207B","G4","Bamburi","Gated",2,800,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,800,1,1,2,800
"57","NDNIL6496D","T","Bamburi","Traditional",1,408,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,408,1,1,1,408
"58","NDNIL6496D","G4","Bamburi","Gated",3,526,0.75,0.67066173658039,0,0,0,0,0,0,0,0,1,258.3,0.25,0.32933826341961,3,526,0.75,0.67066173658039,4,784.3
"59","KGHNM4261F","G4","Bamburi","Gated",1,500,0.5,0.624063904143784,0,0,0,0,0,0,0,0,1,301.2,0.5,0.375936095856216,1,500,0.5,0.624063904143784,2,801.2
"60","HANUR2805L","T","Bamburi","Traditional",1,314.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,314.2,1,1,1,314.2
"61","HANUR2805L","G4","Bamburi","Gated",2,577.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,577.2,1,1,2,577.2
"62","GBTRV0005V","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,1,251.2,1,1,0,0,0,0,1,251.2
"63","GBTRV0005V","G4","Bamburi","Gated",1,137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,137,1,1,1,137
"64","BAEMV2419V","T","Bamburi","Traditional",1,362,0.25,0.550570342205323,0,0,0,0,0,0,0,0,3,295.5,0.75,0.449429657794677,1,362,0.25,0.550570342205323,4,657.5
"65","BAEMV2419V","G4","Bamburi","Gated",2,440,0.666666666666667,0.52916416115454,0,0,0,0,0,0,0,0,1,391.5,0.333333333333333,0.47083583884546,2,440,0.666666666666667,0.52916416115454,3,831.5
"66","CKYWY8466D","T","Bamburi","Traditional",1,295.1,0.333333333333333,0.429049142192498,1,215.7,0.333333333333333,0.313608607153242,0,0,0,0,1,177,0.333333333333333,0.25734225065426,2,510.8,0.666666666666667,0.74265774934574,3,687.8
"67","CKYWY8466D","G4","Bamburi","Gated",2,275.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,275.5,1,1,2,275.5
"68","LVGVE6435R","T","Bamburi","Traditional",2,495,0.666666666666667,0.466981132075472,0,0,0,0,0,0,0,0,1,565,0.333333333333333,0.533018867924528,2,495,0.666666666666667,0.466981132075472,3,1060
"69","LVGVE6435R","G4","Bamburi","Gated",4,965,0.8,0.800829875518672,0,0,0,0,0,0,0,0,1,240,0.2,0.199170124481328,4,965,0.8,0.800829875518672,5,1205
"70","FNFAS9942C","T","Bamburi","Traditional",0,0,0,0,1,145,0.5,0.344009489916963,0,0,0,0,1,276.5,0.5,0.655990510083037,1,145,0.5,0.344009489916963,2,421.5
"71","FNFAS9942C","G4","Bamburi","Gated",4,1174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1174,1,1,4,1174
"72","FRBQU3466O","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,3,935,1,1,0,0,0,0,3,935
"73","FRBQU3466O","G4","Bamburi","Gated",1,260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,260,1,1,1,260
"74","UOIQA4819W","T","Bamburi","Traditional",3,783,0.6,0.757619738751814,1,175,0.2,0.169327527818094,0,0,0,0,1,75.5,0.2,0.0730527334300919,4,958,0.8,0.926947266569908,5,1033.5
"75","UOIQA4819W","G4","Bamburi","Gated",1,195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,195,1,1,1,195
"76","QYYNT8187S","T","Bamburi","Traditional",1,300,0.5,0.46875,0,0,0,0,0,0,0,0,1,340,0.5,0.53125,1,300,0.5,0.46875,2,640
"77","RIQQG9276J","G4","Bamburi","Gated",2,450,0.666666666666667,0.542168674698795,0,0,0,0,0,0,0,0,1,380,0.333333333333333,0.457831325301205,2,450,0.666666666666667,0.542168674698795,3,830
"78","NMXCN4690Q","T","Bamburi","Traditional",1,120,0.25,0.375,1,80,0.25,0.25,0,0,0,0,2,120,0.5,0.375,2,200,0.5,0.625,4,320
"79","NMXCN4690Q","G4","Bamburi","Gated",1,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,300,1,1,1,300
"80","GCUJL0943J","G4","Bamburi","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,140,1,1,0,0,0,0,1,140
"81","UVLTJ9263X","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,1,220,1,1,0,0,0,0,1,220
"82","UVLTJ9263X","G4","Bamburi","Gated",1,260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,260,1,1,1,260
"83","RUMLH8243J","T","Bamburi","Traditional",2,500,0.333333333333333,0.625,2,160,0.333333333333333,0.2,0,0,0,0,2,140,0.333333333333333,0.175,4,660,0.666666666666667,0.825,6,800
"84","RUMLH8243J","G4","Bamburi","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,560,1,1,0,0,0,0,1,560
"85","BZWLM9291K","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,2,250,1,1,0,0,0,0,2,250
"86","ROQYI8105S","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,2,120,1,1,0,0,0,0,2,120
"87","ROQYI8105S","G4","Bamburi","Gated",2,375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,375,1,1,2,375
"88","LUZIU1866L","G4","Bamburi","Gated",1,200,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,2,100,0.666666666666667,0.333333333333333,1,200,0.333333333333333,0.666666666666667,3,300
"89","IOYYW3076E","T","Bamburi","Traditional",2,356,0.666666666666667,0.470899470899471,0,0,0,0,0,0,0,0,1,400,0.333333333333333,0.529100529100529,2,356,0.666666666666667,0.470899470899471,3,756
"90","IOYYW3076E","G4","Bamburi","Gated",2,620,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,620,1,1,2,620
"91","JVLYS8174V","T","Bamburi","Traditional",4,745,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,745,1,1,4,745
"92","JVLYS8174V","G4","Bamburi","Gated",5,1000,0.833333333333333,0.826446280991736,0,0,0,0,0,0,0,0,1,210,0.166666666666667,0.173553719008264,5,1000,0.833333333333333,0.826446280991736,6,1210
"93","VQYRB4856Q","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,3,720,1,1,0,0,0,0,3,720
"94","VQYRB4856Q","G4","Bamburi","Gated",6,1160,0.666666666666667,0.783783783783784,0,0,0,0,0,0,0,0,3,320,0.333333333333333,0.216216216216216,6,1160,0.666666666666667,0.783783783783784,9,1480
"95","PBBYG4552P","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,2,940,1,1,0,0,0,0,2,940
"96","PBBYG4552P","G4","Bamburi","Gated",5,1020,0.625,0.796875,2,240,0.25,0.1875,0,0,0,0,1,20,0.125,0.015625,7,1260,0.875,0.984375,8,1280
"97","ICSSY5261L","G4","Bamburi","Gated",4,960,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,960,1,1,4,960
"98","SLSDU4062Y","G4","Bamburi","Gated",1,220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,220,1,1,1,220
"99","KVLXS9703X","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,2,660,1,1,0,0,0,0,2,660
"100","KVLXS9703X","G4","Bamburi","Gated",2,260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,260,1,1,2,260
"101","AREGI6827Z","G4","Bamburi","Gated",2,420,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,420,1,1,2,420
"102","UGKXQ0893I","T","Bamburi","Traditional",2,400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,400,1,1,2,400
"103","UGKXQ0893I","G4","Bamburi","Gated",1,160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,160,1,1,1,160
"104","TZOHG9100S","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,1,0,0,0,0,1,90
"105","ORGQM9175U","G4","Bamburi","Gated",1,160,0.2,0.114285714285714,0,0,0,0,0,0,0,0,4,1240,0.8,0.885714285714286,1,160,0.2,0.114285714285714,5,1400
"106","VAPCO9033O","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,7,535,1,1,0,0,0,0,7,535
"107","VAPCO9033O","G4","Bamburi","Gated",2,580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,580,1,1,2,580
"108","TLGSM6507M","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,3,175,1,1,0,0,0,0,3,175
"109","TLGSM6507M","G4","Bamburi","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,190,1,1,0,0,0,0,1,190
"110","NNNAI1433B","G4","Bamburi","Gated",2,540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,540,1,1,2,540
"111","GLNEF0138A","T","Bamburi","Traditional",1,215,0.25,0.413461538461538,1,165,0.25,0.317307692307692,0,0,0,0,2,140,0.5,0.269230769230769,2,380,0.5,0.730769230769231,4,520
"112","GLNEF0138A","G4","Bamburi","Gated",4,1040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1040,1,1,4,1040
"113","GVRJQ7021O","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,2,140,1,1,0,0,0,0,2,140
"114","GVRJQ7021O","G4","Bamburi","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,140,1,1,0,0,0,0,1,140
"115","NKOSE1649Z","T","Bamburi","Traditional",2,800,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,800,1,1,2,800
"116","XCLEZ1956B","G4","Bamburi","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,200,1,1,0,0,0,0,1,200
"117","APYNT8586S","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,5,485,1,1,0,0,0,0,5,485
"118","APYNT8586S","G4","Bamburi","Gated",3,845,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,845,1,1,3,845
"119","GAOLZ7256J","T","Bamburi","Traditional",3,440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,440,1,1,3,440
"120","GAOLZ7256J","G4","Bamburi","Gated",5,1450,0.833333333333333,0.90625,1,150,0.166666666666667,0.09375,0,0,0,0,0,0,0,0,6,1600,1,1,6,1600
"121","UEOTG8930W","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,3,360,1,1,0,0,0,0,3,360
"122","UEOTG8930W","G4","Bamburi","Gated",4,1120,0.571428571428571,0.533333333333333,0,0,0,0,0,0,0,0,3,980,0.428571428571429,0.466666666666667,4,1120,0.571428571428571,0.533333333333333,7,2100
"123","ETVHS6674P","G4","Bamburi","Gated",4,1000,0.8,0.641025641025641,0,0,0,0,0,0,0,0,1,560,0.2,0.358974358974359,4,1000,0.8,0.641025641025641,5,1560
"124","IKQHU4779J","G4","Bamburi","Gated",2,580,0.666666666666667,0.852941176470588,0,0,0,0,0,0,0,0,1,100,0.333333333333333,0.147058823529412,2,580,0.666666666666667,0.852941176470588,3,680
"125","TBFAF9651I","T","Bamburi","Traditional",5,1160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1160,1,1,5,1160
"126","TBFAF9651I","G4","Bamburi","Gated",16,4910,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,4910,1,1,16,4910
"127","ZUDQT2086S","T","Bamburi","Traditional",6,1070,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1070,1,1,6,1070
"128","ZUDQT2086S","G4","Bamburi","Gated",7,1820,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1820,1,1,7,1820
"129","ROCRS5303G","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,6,890,1,1,0,0,0,0,6,890
"130","ROCRS5303G","G4","Bamburi","Gated",5,1470,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1470,1,1,5,1470
"131","WXEMW2484C","T","Bamburi","Traditional",2,550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,550,1,1,2,550
"132","WXEMW2484C","G4","Bamburi","Gated",7,2180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2180,1,1,7,2180
"133","JUEDN9305A","T","Bamburi","Traditional",1,220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,220,1,1,1,220
"134","JUEDN9305A","G4","Bamburi","Gated",4,950,0.666666666666667,0.673758865248227,0,0,0,0,0,0,0,0,2,460,0.333333333333333,0.326241134751773,4,950,0.666666666666667,0.673758865248227,6,1410
"135","QRHRH8118R","T","Bamburi","Traditional",7,1510,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1510,1,1,7,1510
"136","QRHRH8118R","G4","Bamburi","Gated",3,710,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,710,1,1,3,710
"137","MSVDB0498R","T","Bamburi","Traditional",4,830,0.571428571428571,0.747747747747748,0,0,0,0,0,0,0,0,3,280,0.428571428571429,0.252252252252252,4,830,0.571428571428571,0.747747747747748,7,1110
"138","MSVDB0498R","G4","Bamburi","Gated",8,1990,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1990,1,1,8,1990
"139","MUAOW2078X","T","Bamburi","Traditional",2,560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,560,1,1,2,560
"140","YFEVI4097O","T","Bamburi","Traditional",1,460,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,460,1,1,1,460
"141","YFEVI4097O","G4","Bamburi","Gated",2,610,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,610,1,1,2,610
"142","TYYDW5575C","T","Bamburi","Traditional",3,570,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,570,1,1,3,570
"143","TYYDW5575C","G4","Bamburi","Gated",3,980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,980,1,1,3,980
"144","HLSDR7607H","G4","Bamburi","Gated",2,520,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,520,1,1,2,520
"145","YESNG9575F","T","Bamburi","Traditional",1,200,0.25,0.333333333333333,1,140,0.25,0.233333333333333,0,0,0,0,2,260,0.5,0.433333333333333,2,340,0.5,0.566666666666667,4,600
"146","YESNG9575F","G4","Bamburi","Gated",1,280,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,280,1,1,1,280
"147","FFERU5052P","T","Bamburi","Traditional",1,210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,210,1,1,1,210
"148","WEEHP3456P","T","Bamburi","Traditional",2,430,0.5,0.530864197530864,0,0,0,0,2,380,0.5,0.469135802469136,0,0,0,0,4,810,1,1,4,810
"149","WEEHP3456P","G4","Bamburi","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,240,1,1,0,0,0,0,1,240
"150","UAHOG3528A","G4","Bamburi","Gated",1,740,0.5,0.569230769230769,0,0,0,0,0,0,0,0,1,560,0.5,0.430769230769231,1,740,0.5,0.569230769230769,2,1300
"151","MEKOD7310P","T","Bamburi","Traditional",3,82.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,82.2,1,1,3,82.2
"152","MEKOD7310P","G4","Bamburi","Gated",2,62.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,62.5,1,1,2,62.5
"153","ARYGI4083C","T","Bamburi","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,2,200,1,1,0,0,0,0,2,200
"154","ARYGI4083C","G4","Bamburi","Gated",2,700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,700,1,1,2,700
"155","LOTQI1754H","T","Bamburi","Traditional",1,240,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,240,1,1,1,240
"156","LOTQI1754H","G4","Bamburi","Gated",5,1550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1550,1,1,5,1550
"157","BJJTQ9622W","T","Bamburi","Traditional",4,1360,0.666666666666667,0.834355828220859,0,0,0,0,0,0,0,0,2,270,0.333333333333333,0.165644171779141,4,1360,0.666666666666667,0.834355828220859,6,1630
"158","BJJTQ9622W","G4","Bamburi","Gated",4,1530,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1530,1,1,4,1530
"159","JZMVL0052P","T","Bamburi","Traditional",3,700,0.6,0.593220338983051,0,0,0,0,2,480,0.4,0.406779661016949,0,0,0,0,5,1180,1,1,5,1180
"160","JZMVL0052P","G4","Bamburi","Gated",4,1480,0.8,0.845714285714286,0,0,0,0,1,270,0.2,0.154285714285714,0,0,0,0,5,1750,1,1,5,1750
"161","JFNLE0030E","T","Bamburi","Traditional",1,400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,400,1,1,1,400
